,Unnamed: 0.1,Unnamed: 0,ICD,Drug,Consensus Name,Disease Name,PubMed_query_name,PubMed count
104,104,101,L25,Thiamylal,unspecified contact dermatitis,"unspecified contact dermatitis;unspecified contact dermatitis due to cosmetics;unspecified contact dermatitis due to drugs in contact with the skin;unspecified contact dermatitis due to dyes;unspecified contact dermatitis due to other chemical products;unspecified contact dermatitis due to food in contact with the skin;unspecified contact dermatitis due to plants, except food;unspecified contact dermatitis due to other agents;unspecified contact dermatitis, unspecified cause",contact dermatitis,0.0
105,105,102,F20,Atosiban,schizophrenia,"schizophrenia;paranoid schizophrenia;hebephrenic schizophrenia;catatonic schizophrenia;undifferentiated schizophrenia;postschizophrenic depression;residual schizophrenia;simple schizophrenia;other schizophrenia;schizophrenia, unspecified",schizophrenia,1.0
106,106,103,F16,Carbamazepine,mental and behavioural disorders due to use of hallucinogens,mental and behavioural disorders due to use of hallucinogens;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to use of hallucinogens,3.0
107,107,104,H25,Ethosuximide,senile cataract,"senile cataract;senile incipient cataract;senile nuclear cataract;senile cataract, morgagnian type;other senile cataract;senile cataract, unspecified",senile cataract,0.0
108,108,105,E66,Dasabuvir,obesity,"obesity;obesity due to excess calories;drug-induced obesity;extreme obesity with alveolar hypoventilation;other obesity;obesity, unspecified",obesity,8.0
109,109,106,L51,Prazosin,erythema multiforme,"erythema multiforme;nonbullous erythema multiforme;bullous erythema multiforme;toxic epidermal necrolysis [lyell];other erythema multiforme;erythema multiforme, unspecified",erythema multiforme,0.0
110,110,107,K72,Alprostadil,"hepatic failure, not elsewhere classified","hepatic failure, not elsewhere classified;acute and subacute hepatic failure;chronic hepatic failure;hepatic failure, unspecified",hepatic failure,69.0
111,111,108,L52,Hydroxyzine,erythema nodosum,erythema nodosum,erythema nodosum,0.0
112,112,109,I74,Tositumomab,arterial embolism and thrombosis,"arterial embolism and thrombosis;embolism and thrombosis of abdominal aorta;embolism and thrombosis of other and unspecified parts of aorta;embolism and thrombosis of arteries of the upper extremities;embolism and thrombosis of arteries of the lower extremities;embolism and thrombosis of arteries of extremities, unspecified;embolism and thrombosis of iliac artery;embolism and thrombosis of other arteries;embolism and thrombosis of unspecified artery",arterial embolism and thrombosis,0.0
113,113,110,G21,Tolmetin,secondary parkinsonism,"secondary parkinsonism;malignant neuroleptic syndrome;other drug-induced secondary parkinsonism;secondary parkinsonism due to other external agents;postencephalitic parkinsonism;vascular parkinsonism;other secondary parkinsonism;secondary parkinsonism, unspecified",secondary parkinsonism,0.0
114,114,111,N08,Quinidine barbiturate,glomerular disorders in diseases classified elsewhere,"glomerular disorders in diseases classified elsewhere;glomerular disorders in infectious and parasitic diseases classified elsewhere;glomerular disorders in neoplastic diseases;glomerular disorders in blood diseases and disorders involving the immune mechanism;glomerular disorders in diabetes mellitus;glomerular disorders in other endocrine, nutritional and metabolic diseases;glomerular disorders in systemic connective tissue disorders;glomerular disorders in other diseases classified elsewhere",glomerular disorders in diseases classified elsewhere,0.0
115,115,112,M35,Metipranolol,systemic involvement of connective tissue,"other systemic involvement of connective tissue;sicca syndrome [sjogren];other overlap syndromes;behcet's disease;polymyalgia rheumatica;diffuse (eosinophilic) fasciitis;multifocal fibrosclerosis;relapsing panniculitis [weber-christian];hypermobility syndrome;other specified systemic involvement of connective tissue;systemic involvement of connective tissue, unspecified",systemic involvement of connective tissue,0.0
116,116,113,D64,Trimethadione,anaemias,"other anaemias;hereditary sideroblastic anaemia;secondary sideroblastic anaemia due to disease;secondary sideroblastic anaemia due to drugs and toxins;other sideroblastic anaemias;congenital dyserythropoietic anaemia;other specified anaemias;anaemia, unspecified",anaemias,9.0
117,117,114,C56,Methoxyflurane,malignant neoplasm of ovary,malignant neoplasm of ovary,malignant neoplasm of ovary,0.0
118,118,115,F24,Anisotropine Methylbromide,induced delusional disorder,induced delusional disorder,induced delusional disorder,0.0
119,119,116,A02,Dihydroergocornine,salmonella infections,"other salmonella infections;salmonella gastro-enteritis;salmonella septicaemia;localised salmonella infections;other specified salmonella infections;salmonella infection, unspecified",salmonella infections,0.0
120,120,117,L29,Desogestrel,pruritus,"pruritus;pruritus ani;pruritus scroti;pruritus vulvae;anogenital pruritus, unspecified;other pruritus;pruritus, unspecified",pruritus,2.0
121,121,118,N03,Polaprezinc,chronic nephritic syndrome,chronic nephritic syndrome;minor glomerular abnormality;focal and segmental glomerular lesions;diffuse membranous glomerulonephritis;diffuse mesangial proliferative glomerulonephritis;diffuse endocapillary proliferative glomerulonephritis;diffuse mesangiocapillary glomerulonephritis;dense deposit disease;diffuse crescentic glomerulonephritis;other;unspecified,chronic nephritic syndrome,0.0
122,122,119,C37,Apixaban,malignant neoplasm of thymus,malignant neoplasm of thymus,malignant neoplasm of thymus,0.0
123,123,120,E63,Nebivolol,nutritional deficiencies,"other nutritional deficiencies;essential fatty acid [efa] deficiency;imbalance of constituents of food intake;other specified nutritional deficiencies;nutritional deficiency, unspecified",nutritional deficiencies,1.0
124,124,121,G21,Phenylpropanolamine,secondary parkinsonism,"secondary parkinsonism;malignant neuroleptic syndrome;other drug-induced secondary parkinsonism;secondary parkinsonism due to other external agents;postencephalitic parkinsonism;vascular parkinsonism;other secondary parkinsonism;secondary parkinsonism, unspecified",secondary parkinsonism,1.0
125,125,122,I05,Promethazine,rheumatic mitral valve diseases,"rheumatic mitral valve diseases;mitral stenosis;rheumatic mitral insufficiency;mitral stenosis with insufficiency;other mitral valve diseases;mitral valve disease, unspecified",rheumatic mitral valve diseases,0.0
126,126,123,N41,Atomoxetine,inflammatory diseases of prostate,"inflammatory diseases of prostate;acute prostatitis;chronic prostatitis;abscess of prostate;prostatocystitis;other inflammatory diseases of prostate;inflammatory disease of prostate, unspecified",inflammatory diseases of prostate,0.0
127,127,124,C85,Linezolid,specified types of non-hodgkin's lymphoma,"other and unspecified types of non-hodgkin's lymphoma;lymphosarcoma;b-cell lymphoma, unspecified;mediastinal (thymic) large b-cell lymphoma;other specified types of non-hodgkin's lymphoma;non-hodgkin's lymphoma, unspecified type",specified types of non-hodgkin's lymphoma,0.0
128,128,125,B20,Pantoprazole,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases;hiv disease resulting in mycobacterial infection;hiv disease resulting in other bacterial infections;hiv disease resulting in cytomegaloviral disease;hiv disease resulting in other viral infections;hiv disease resulting in candidiasis;hiv disease resulting in other mycoses;hiv disease resulting in pneumocystis carinii pneumonia;hiv disease resulting in multiple infections;hiv disease resulting in other infectious and parasitic diseases;hiv disease resulting in unspecified infectious or parasitic disease,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,8.0
129,129,126,F10,Enalaprilat,mental and behavioural disorders due to use of alcohol,mental and behavioural disorders due to use of alcohol;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to use of alcohol,0.0
130,130,127,C92,Adalimumab,myeloid leukaemia,"myeloid leukaemia;acute myeloid leukaemia;chronic myeloid leukaemia;subacute myeloid leukaemia;myeloid sarcoma;acute promyelocytic leukaemia;acute myelomonocytic leukaemia;acute myeloid leukaemia with 11q23-abnormality;other myeloid leukaemia;acute myeloid leukaemia with multilineage dysplasia;myeloid leukaemia, unspecified",myeloid leukaemia,9.0
131,131,128,M79,Pethidine,"soft tissue disorders, not elsewhere classified","other soft tissue disorders, not elsewhere classified;rheumatism, unspecified;myalgia;neuralgia and neuritis, unspecified;panniculitis, unspecified;hypertrophy of (infrapatellar) fat pad;residual foreign body in soft tissue;pain in limb;fibromyalgia;other specified soft tissue disorders;soft tissue disorder, unspecified",soft tissue disorders,3.0
132,132,129,H18,Loxapine,disorders of cornea,"other disorders of cornea;corneal pigmentations and deposits;bullous keratopathy;other corneal oedema;changes in corneal membranes;corneal degeneration;hereditary corneal dystrophies;keratoconus;other corneal deformities;other specified disorders of cornea;disorder of cornea, unspecified",disorders of cornea,0.0
133,133,130,B20,Pipotiazine,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases;hiv disease resulting in mycobacterial infection;hiv disease resulting in other bacterial infections;hiv disease resulting in cytomegaloviral disease;hiv disease resulting in other viral infections;hiv disease resulting in candidiasis;hiv disease resulting in other mycoses;hiv disease resulting in pneumocystis carinii pneumonia;hiv disease resulting in multiple infections;hiv disease resulting in other infectious and parasitic diseases;hiv disease resulting in unspecified infectious or parasitic disease,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,0.0
134,134,131,N94,Methylphenidate,pain and conditions associated with female genital organs and menstrual cycle,"pain and other conditions associated with female genital organs and menstrual cycle;mittelschmerz;dyspareunia;vaginismus;premenstrual tension syndrome;primary dysmenorrhoea;secondary dysmenorrhoea;dysmenorrhoea, unspecified;other specified conditions associated with female genital organs and menstrual cycle;unspecified condition associated with female genital organs and menstrual cycle",pain and conditions associated with female genital organs and menstrual cycle,6.0
135,135,132,A05,Collagenase clostridium histolyticum,bacterial foodborne intoxications,"other bacterial foodborne intoxications;foodborne staphylococcal intoxication;botulism;foodborne clostridium perfringens [clostridium welchii] intoxication;foodborne vibrio parahaemolyticus intoxication;foodborne bacillus cereus intoxication;other specified bacterial foodborne intoxications;bacterial foodborne intoxication, unspecified",bacterial foodborne intoxications,0.0
136,136,133,N80,Cysteamine,endometriosis,"endometriosis;endometriosis of uterus;endometriosis of ovary;endometriosis of fallopian tube;endometriosis of pelvic peritoneum;endometriosis of rectovaginal septum and vagina;endometriosis of intestine;endometriosis in cutaneous scar;other endometriosis;endometriosis, unspecified",endometriosis,4.0
137,137,134,F42,Hycanthone,obsessive-compulsive disorder,"obsessive-compulsive disorder;predominantly obsessional thoughts or ruminations;predominantly compulsive acts [obsessional rituals];mixed obsessional thoughts and acts;other obsessive-compulsive disorders;obsessive-compulsive disorder, unspecified",obsessive-compulsive disorder,0.0
138,138,135,E85,Tenoxicam,amyloidosis,"amyloidosis;nonneuropathic heredofamilial amyloidosis;neuropathic heredofamilial amyloidosis;heredofamilial amyloidosis, unspecified;secondary systemic amyloidosis;organ-limited amyloidosis;other amyloidosis;amyloidosis, unspecified",amyloidosis,1.0
139,139,136,F15,Phenylbutazone,"mental and behavioural disorders due to use of stimulants, including caffeine","mental and behavioural disorders due to use of other stimulants, including caffeine;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder","mental and behavioural disorders due to use of stimulants, including caffeine",0.0
140,140,137,K26,Ketorolac,duodenal ulcer,"duodenal ulcer;acute with haemorrhage;acute with perforation;acute with both haemorrhage and perforation;acute without haemorrhage or perforation;chronic or unspecified with haemorrhage;chronic or unspecified with perforation;chronic or unspecified with both haemorrhage and perforation;chronic without haemorrhage or perforation;unspecified as acute or chronic, without haemorrhage or perforation",duodenal ulcer,7.0
