Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
193,12,"['D64', 'D69', 'D70']",Vinblastine,0.030933197,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Vinblastine is used for agranulocytosis and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agranulocytosis and related conditions,aplastic anemia and agranulocytosis
194,12,"['D64', 'D69', 'D70']",Diclofenac,0.003636251,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Diclofenac is commonly used for pain and inflammation management, which is relevant for purpura and haemorrhagic conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.",pain and inflammation management,pain and inflammation management
203,12,"['D64', 'D69', 'D70']",Daunorubicin,0.005079548,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Daunorubicin is used for agranulocytosis and purpura/haemorrhagic conditions; evidence from clinical practice and case studies.,agranulocytosis and purpura/haemorrhagic conditions,aplastic anemia and agranulocytosis
204,12,"['D64', 'D69', 'D70']",Amprenavir,0.00100031,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Amprenavir is used for managing HIV-related conditions, which can include anaemias and agranulocytosis; indirect support from clinical practice and guidelines.",hiv-related conditions,hiv-related conditions
208,12,"['D64', 'D69', 'D70']",Mometasone,0.02738023,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Mometasone is used for inflammation and immune response modulation, which can be relevant for purpura and haemorrhagic conditions; indirect evidence from practice and observational studies.",inflammation and immune response modulation,inflammation and immune response
209,12,"['D64', 'D69', 'D70']",Etoposide,4.244294835020296e-05,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Etoposide is used for agranulocytosis and related conditions; indirect evidence from practice and case studies.,agranulocytosis and related conditions,aplastic anemia and agranulocytosis
211,12,"['D64', 'D69', 'D70']",Estradiol,0.001373961,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Reasonable use for managing anaemia in purpura and haemorrhagic conditions; indirect support for agranulocytosis management (observational/accepted practice). Not specific to the full combo.,anaemia in purpura and haemorrhagic conditions,haemorrhagic conditions and purpura
213,12,"['D64', 'D69', 'D70']",Sulfasalazine,0.036151921,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Sulfasalazine is used for purpura and haemorrhagic conditions due to its anti-inflammatory properties; indirect evidence from practice and observational studies.,purpura and haemorrhagic conditions due to its anti-inflammatory properties,purpura and haemorrhagic conditions due to its anticoagulant properties
215,12,"['D64', 'D69', 'D70']",Sirolimus,0.013256604,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Sirolimus is used in organ transplant rejection prophylaxis and has indirect evidence for managing conditions like purpura and haemorrhagic conditions due to its immunosuppressive effects; not specific to anaemias or agranulocytosis.,conditions like purpura and haemorrhagic conditions due to its immunosuppressive effects,purpura and haemorrhagic conditions due to its anticoagulant properties
218,12,"['D64', 'D69', 'D70']",Repaglinide,0.004679119,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Repaglinide is used for managing hyperglycemia in agranulocytosis, which is part of the trajectory; indirect support from clinical practice.",hyperglycemia in agranulocytosis,hyperglycemia in agranulocytosis
219,12,"['D64', 'D69', 'D70']",Buprenorphine,0.007400884,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Used for managing withdrawal symptoms in anaemias and agranulocytosis; indirect support for purpura and haemorrhagic conditions due to opioid use; observational studies and accepted practice.,withdrawal symptoms in anaemias and agranulocytosis,withdrawal symptoms in anaemias and agranulocytosis
221,12,"['D64', 'D69', 'D70']",Methylprednisolone,0.02738023,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Methylprednisolone is commonly used for inflammation and immune response modulation, which can be relevant for conditions like agranulocytosis and purpura/haemorrhagic conditions; indirect clinical support (observational/accepted practice).",inflammation and immune response modulation,inflammation and immune response
226,12,"['D64', 'D69', 'D70']",Doxorubicin,0.035632115,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Doxorubicin is used for agranulocytosis and related conditions; evidence from clinical practice and case studies support its use in this context.,agranulocytosis and related conditions,aplastic anemia and agranulocytosis
240,12,"['D64', 'D69', 'D70']",Naloxone,0.030933197,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Naloxone is commonly used for reversing opioid overdose, which is relevant to agranulocytosis and purpura/haemorrhagic conditions due to opioid use; indirect clinical support (observational/accepted practice).",reversing opioid overdose,opioid overdose
246,12,"['D64', 'D69', 'D70']",Dexamethasone,0.003150986,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Dexamethasone is commonly used for inflammation and immune response modulation, which can be relevant for conditions like agranulocytosis and purpura/haemorrhagic conditions; indirect clinical support (observational/accepted practice).",inflammation and immune response modulation,inflammation and immune response
252,12,"['D64', 'D69', 'D70']",Cefazolin,0.036151921,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Cefazolin is commonly used for anaemias and agranulocytosis due to its effectiveness in treating bacterial infections; indirect clinical support (observational/accepted practice). No specific match for purpura and haemorrhagic conditions.,anaemias and agranulocytosis due to its effectiveness in treating bacterial infections,treating anaemias and agranulocytosis
254,12,"['D64', 'D69', 'D70']",Bezafibrate,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Bezafibrate is used for purpura and haemorrhagic conditions due to its fibrates properties; indirect evidence from practice and observational studies.,purpura and haemorrhagic conditions due to its fibrates properties,purpura and haemorrhagic conditions due to its fibrates properties
255,12,"['D64', 'D69', 'D70']",Colchicine,0.001424566,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Colchicine is used for purpura and haemorrhagic conditions due to its anti-inflammatory properties; indirect evidence from observational studies and accepted practice.,purpura and haemorrhagic conditions due to its anti-inflammatory properties,purpura and haemorrhagic conditions due to its anticoagulant properties
256,12,"['D64', 'D69', 'D70']",Liotrix,0.00618843,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Liotrix is used for anaemia management, which aligns with the trajectory's anaemia component; indirect support from practice and observational studies.",anaemia management,anemia management
257,12,"['D64', 'D69', 'D70']",Iron,0.030933197,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Iron is commonly used for anaemia management, which is relevant to the trajectory; indirect clinical support (observational/accepted practice). No specific match for purpura and haemorrhagic conditions.",anaemia management,anemia management
258,12,"['D64', 'D69', 'D70']",Zinc,0.019992044,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Zinc is used for wound healing and has indirect evidence for managing conditions related to blood and immune system dysfunction; not specific to the full combo.,wound healing and has indirect evidence for conditions related to blood and immune system dysfunction,wound healing and has indirect evidence for conditions related to blood and immune system dysfunction
260,12,"['D64', 'D69', 'D70']",Nilotinib,0.016871284,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Nilotinib is used for agranulocytosis and related conditions; indirect evidence from clinical practice and guidelines.,agranulocytosis and related conditions,aplastic anemia and agranulocytosis
265,12,"['D64', 'D69', 'D70']",Romidepsin,0.001942167,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Romidepsin is used for agranulocytosis and related conditions; evidence from clinical studies (RCTs) supports its use in this context.,agranulocytosis and related conditions,aplastic anemia and agranulocytosis
266,12,"['D64', 'D69', 'D70']",Eltrombopag,0.00012193,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Eltrombopag is used for managing anaemia in patients with chronic liver disease, which includes purpura and haemorrhagic conditions; indirect evidence supports its use in agranulocytosis-related anaemia management.",anaemia in patients with chronic liver disease,anemia in chronic liver disease
270,12,"['D64', 'D69', 'D70']",Apixaban,0.016871284,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Apixaban is used for preventing and treating purpura and haemorrhagic conditions due to its anticoagulant properties; indirect clinical support (observational/accepted practice). Not specific to the full combo.,preventing and treating purpura and haemorrhagic conditions due to its anticoagulant properties,purpura and haemorrhagic conditions due to its anticoagulant properties
277,12,"['D64', 'D69', 'D70']",Boceprevir,0.044494523,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Boceprevir is used for managing anaemia in patients with chronic kidney disease, which is relevant to the trajectory; evidence from clinical guidelines and studies.",anaemia in patients with chronic kidney disease,anemia in chronic renal failure
282,12,"['D64', 'D69', 'D70']",Idelalisib,8.633903308047719e-05,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,"Idelalisib is used for managing conditions like anaemias, purpura, and haemorrhagic conditions due to its immunosuppressive properties; evidence from clinical trials (RCTs) supports its use in agranulocytosis.",conditions like anaemias,anaemia
283,12,"['D64', 'D69', 'D70']",Cannabidiol,0.043903287,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']",1,Limited evidence from observational studies and case reports suggesting potential benefits for managing symptoms like nausea and pain in conditions like anaemia and purpura; not specifically addressing agranulocytosis.,nausea and pain in conditions like anaemia and purpura,nausea and pain in conditions like anaemia and purpura
