,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
87,119,Crizotinib,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']","[0, 267, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",20.692307692307693
88,111,Isoniazid,"['B16', 'K73', 'B18', 'C22']","['acute hepatitis b', 'chronic hepatitis', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts']","[7, 111, 27, 81]",56.5
89,390,Catumaxomab,"['G91', 'I60', 'D73', 'F52', 'G30', 'L28', 'E11', 'E55', 'F00', 'F05', 'H49', 'A48', 'C76', 'D34', 'H60', 'L08', 'M00', 'N04']","['hydrocephalus', 'subarachnoid haemorrhage', 'diseases of spleen', 'sexual dysfunction', ""alzheimer's disease"", 'lichen simplex chronicus and prurigo', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', ""dementia in alzheimer's disease"", 'delirium', 'paralytic strabismus', 'bacterial diseases', 'malignant neoplasm of ill-defined sites', 'benign neoplasm of thyroid gland', 'otitis externa', 'local infections of skin and subcutaneous tissue', 'pyogenic arthritis', 'nephrotic syndrome']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
90,39,Enflurane,"['K21', 'K29', 'K44', 'K52']","['gastro-oesophageal reflux disease', 'gastritis and duodenitis', 'diaphragmatic hernia', 'non-infective gastro-enteritis and colitis']","[2, 10, 1, 1]",3.5
91,147,Rifampicin,"['J18', 'J96', 'J15']","['pneumonia, organism', 'respiratory failure', 'bacterial pneumonia']","[168, 229, 424]",273.6666666666667
92,303,Pegvisomant,"['G40', 'G41', 'F01', 'F71']","['epilepsy', 'status epilepticus', 'vascular dementia', 'moderate mental retardation']","[0, 0, 0, 0]",0.0
93,291,Dronabinol,"['L89', 'N08', 'E11', 'E55', 'G61', 'I13', 'I33', 'L28']","['decubitus ulcer', 'glomerular disorders in diseases classified elsewhere', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', 'inflammatory polyneuropathy', 'hypertensive heart and renal disease', 'acute and subacute endocarditis', 'lichen simplex chronicus and prurigo']","[1, 0, 12, 1, 1, 35, 0, 0]",6.25
94,179,Muromonab,"['C61', 'N32', 'N40', 'D40']","['malignant neoplasm of prostate', 'disorders of bladder', 'hyperplasia of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs']","[1, 0, 0, 0]",0.25
95,363,Erlotinib,"['C65', 'C66', 'C67', 'C68']","['malignant neoplasm of renal pelvis', 'malignant neoplasm of ureter', 'malignant neoplasm of bladder', 'malignant neoplasm of urinary organs']","[0, 0, 19, 1]",5.0
96,334,Cabazitaxel,"['L28', 'K76', 'D73', 'E51', 'M89']","['lichen simplex chronicus and prurigo', 'diseases of liver', 'diseases of spleen', 'thiamine deficiency', 'disorders of bone']","[0, 18, 0, 0, 128]",29.2
97,421,Hexobarbital,"['M66', 'M24', 'M65', 'M67', 'M71', 'M93', 'M94']","['spontaneous rupture of synovium and tendon', 'specific joint derangements', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']","[0, 0, 0, 0, 0, 0, 0]",0.0
98,408,Rituximab,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[22, 166, 169, 222, 187, 0, 58, 2, 12, 10]",84.8
99,394,Desogestrel,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[1, 0, 7, 8, 3, 0, 0, 0, 2, 1, 0, 8, 0, 13, 5, 0, 2, 0, 0, 34, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 112, 0, 0, 0]",6.205882352941177
100,333_412,Epinephrine,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[36, 27, 15]",26.0
101,402,Tizanidine,"['C34', 'C38', 'C71', 'D43', 'J82']","['malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of brain', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'pulmonary eosinophilia']","[6, 0, 0, 92, 0]",19.6
102,261,Esomeprazole,"['N25', 'N18', 'A04', 'B02', 'N03']","['disorders resulting from impaired renal tubular function', 'chronic renal failure', 'bacterial intestinal infections', 'zoster [herpes zoster]', 'chronic nephritic syndrome']","[0, 3, 11, 0, 0]",2.8
103,233,Parachlorophenol,"['K25', 'K26']","['gastric ulcer', 'duodenal ulcer']","[2, 1]",1.5
104,405,Estramustine,"['K83', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82', 'K85', 'K86']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'acute pancreatitis', 'diseases of pancreas']","[0, 0, 37, 0, 6, 0, 0, 0, 1, 7]",5.1
105,157_240,Aprotinin,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']","[21, 23, 6]",16.666666666666668
106,3,Butorphanol,"['H73', 'K92']","['disorders of tympanic membrane', 'diseases of digestive system']","[0, 8]",4.0
107,103,Mitiglinide,"['K80', 'K81', 'K85']","['cholelithiasis', 'cholecystitis', 'acute pancreatitis']","[0, 0, 0]",0.0
108,325,Rizatriptan,"['B37', 'J18', 'J40', 'J86', 'J93', 'B02', 'L72']","['candidiasis', 'pneumonia, organism', 'bronchitis', 'pyothorax', 'pneumothorax', 'zoster [herpes zoster]', 'follicular cysts of skin and subcutaneous tissue']","[0, 0, 0, 0, 0, 0, 0]",0.0
109,379,Polaprezinc,"['F13', 'F33', 'F41', 'F43', 'F45', 'F32']","['mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'depressive episode']","[0, 0, 0, 0, 0, 1]",0.16666666666666666
110,461,Cilostazol,"['N41', 'D40', 'N42', 'C61', 'C64']","['inflammatory diseases of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'disorders of prostate', 'malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis']","[1, 0, 3, 0, 0]",0.8
111,110,Bioallethrin,"['N18', 'D64']","['chronic renal failure', 'anaemias']","[0, 0]",0.0
112,13,Infliximab,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']","['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']","[3, 1, 29, 15, 1, 5, 236, 652, 0, 2, 2]",86.0
113,244,Somatostatin,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']","[5, 40, 6, 10, 38]",19.8
114,356,Estradiol cypionate,"['B18', 'C22', 'C24', 'K73']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'chronic hepatitis']","[0, 0, 0, 0]",0.0
115,3,Prasterone,"['H73', 'K92']","['disorders of tympanic membrane', 'diseases of digestive system']","[0, 86]",43.0
116,54,Terlipressin,"['E87', 'F10', 'F17']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of tobacco']","[8, 1, 0]",3.0
117,79,Tazarotene,"['B16', 'B18', 'F11', 'F12', 'F13', 'F14', 'F19', 'K73']","['acute hepatitis b', 'chronic viral hepatitis', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'chronic hepatitis']","[0, 1, 0, 0, 0, 0, 0, 2]",0.375
118,131,Levonorgestrel,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']","[1, 15, 1, 4, 0]",4.2
119,131,Golimumab,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']","[0, 0, 0, 0, 0]",0.0
120,169,Ajmaline,"['N39', 'N41']","['disorders of urinary system', 'inflammatory diseases of prostate']","[1, 0]",0.5
121,27,Ponatinib,"['G40', 'G41', 'G47', 'G81', 'G91']","['epilepsy', 'status epilepticus', 'sleep disorders', 'hemiplegia', 'hydrocephalus']","[3, 1, 0, 1, 0]",1.0
122,405,Posaconazole,"['K83', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82', 'K85', 'K86']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'acute pancreatitis', 'diseases of pancreas']","[0, 0, 15, 0, 0, 0, 1, 3, 38]",6.333333333333333
123,189,Acitretin,"['M45', 'E13', 'D35', 'I10', 'I12', 'I72', 'I77', 'K20', 'L98', 'N05', 'I13']","['ankylosing spondylitis', 'specified diabetes mellitus', 'benign neoplasm of endocrine glands', 'essential (primary) hypertension', 'hypertensive renal disease', 'aneurysm', 'disorders of arteries and arterioles', 'oesophagitis', 'disorders of skin and subcutaneous tissue', 'minor glomerular abnormality', 'hypertensive heart and renal disease']","[3, 0, 0, 0, 0, 0, 1, 3, 530, 0, 40]",52.45454545454545
124,394,Catumaxomab,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5757575757575758
125,110,Ixazomib,"['N18', 'D64']","['chronic renal failure', 'anaemias']","[2, 33]",17.5
126,134,Diphemanil Methylsulfate,"['M42', 'M51', 'M54', 'G54', 'M62']","['spinal osteochondrosis', 'intervertebral disk disorders', 'dorsalgia', 'nerve root and plexus disorders', 'disorders of muscle']","[0, 0, 0, 0, 1]",0.2
127,394,Thrombin,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 2, 721, 384, 5, 10, 2, 0, 126, 233, 23, 74, 68, 181, 0, 4, 13, 7, 5, 1518, 93, 5, 3, 0, 31, 375, 0, 4, 1, 0, 0, 0, 2]",117.87878787878788
128,398,Mequitazine,"['I31', 'G60', 'H57', 'I50', 'D52', 'F09', 'I13', 'I25', 'I99', 'J01', 'J41', 'M46']","['diseases of pericardium', 'hereditary and idiopathic neuropathy', 'disorders of eye and adnexa', 'heart failure', 'folate deficiency anaemia', 'organic or symptomatic mental disorder', 'hypertensive heart and renal disease', 'chronic ischaemic heart disease', 'disorders of circulatory system', 'acute sinusitis', 'simple and mucopurulent chronic bronchitis', 'inflammatory spondylopathies']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",0.25
129,203,Ethopropazine,"['F32', 'F48', 'B37', 'F51', 'K02', 'K04', 'K08']","['depressive episode', 'neurotic disorders', 'candidiasis', 'sleep disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures']","[0, 0, 0, 0, 0, 0, 27]",3.857142857142857
130,390,Frovatriptan,"['G91', 'I60', 'D73', 'F52', 'G30', 'L28', 'E11', 'E55', 'F00', 'F05', 'H49', 'A48', 'C76', 'D34', 'H60', 'L08', 'M00', 'N04']","['hydrocephalus', 'subarachnoid haemorrhage', 'diseases of spleen', 'sexual dysfunction', ""alzheimer's disease"", 'lichen simplex chronicus and prurigo', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', ""dementia in alzheimer's disease"", 'delirium', 'paralytic strabismus', 'bacterial diseases', 'malignant neoplasm of ill-defined sites', 'benign neoplasm of thyroid gland', 'otitis externa', 'local infections of skin and subcutaneous tissue', 'pyogenic arthritis', 'nephrotic syndrome']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.058823529411764705
131,118,Ubidecarenone,"['F70', 'D53', 'F10', 'F34', 'F05', 'G31', 'H10', 'K72', 'L21']","['mild mental retardation', 'nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'persistent mood [affective] disorders', 'delirium', 'degenerative diseases of nervous system', 'conjunctivitis', 'hepatic failure', 'seborrhoeic dermatitis']","[7, 5, 38, 1, 1, 13, 0, 59, 0]",13.777777777777779
132,91,Glucose,"['I26', 'I80']","['pulmonary embolism', 'phlebitis and thrombophlebitis']","[224, 191]",207.5
133,279,Clobetasol propionate,"['C18', 'C19', 'C20', 'C48', 'K36']","['malignant neoplasm of colon', 'malignant neoplasm of rectosigmoid junction', 'malignant neoplasm of rectum', 'malignant neoplasm of retroperitoneum and peritoneum', 'appendicitis']","[0, 0, 0, 0, 0]",0.0
134,411,Fluvastatin,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 0, 3]",1.0
