,Trajectory,Drug,Disease list,Disease Consensus Name List
68,324,Diazoxide,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']"
69,367,Mitoxantrone,"['F00', 'F01', 'F03', 'G30', 'F05']","[""dementia in alzheimer's disease"", 'vascular dementia', 'dementia', ""alzheimer's disease"", 'delirium']"
70,408,Sibutramine,"['M17', 'M24', 'M65', 'M67', 'M71', 'M87', 'M94']","['gonarthrosis [arthrosis of knee]', 'specific joint derangements', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'bursopathies', 'osteonecrosis', 'disorders of cartilage']"
71,174,Caffeine,"['D34', 'E04', 'E55', 'E83', 'J38']","['benign neoplasm of thyroid gland', 'non-toxic goitre', 'vitamin d deficiency', 'disorders of mineral metabolism', 'diseases of vocal cords and larynx']"
72,25,Podofilox,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']"
73,25,Cisplatin,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']"
74,372,Benzophenone,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
75,383_412,Thimerosal,"['G95', 'M48']","['diseases of spinal cord', 'spondylopathies']"
76,152_407,Estrone sulfate,"['M06', 'M05', 'M13']","['rheumatoid arthritis', 'seropositive rheumatoid arthritis', 'arthritis']"
77,201,Metformin,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']"
78,329,Doxepin,"['N80', 'N81', 'N84', 'N85', 'N88', 'N95']","['endometriosis', 'female genital prolapse', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'menopausal and perimenopausal disorders']"
79,252,Irinotecan,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']"
80,201,Romidepsin,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']"
81,397,Aprindine,"['F33', 'F43', 'F50', 'F60', 'B37', 'F40', 'L30']","['recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'eating disorders', 'specific personality disorders', 'candidiasis', 'phobic anxiety disorders', 'dermatitis']"
82,159,Dapagliflozin,"['B16', 'B18', 'K73']","['acute hepatitis b', 'chronic viral hepatitis', 'chronic hepatitis']"
83,275,Galantamine,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']"
84,96_135,Butalbital,"['I84', 'K60', 'K62']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'diseases of anus and rectum']"
85,273,Glycerin,"['E03', 'E10', 'E13', 'E16']","['hypothyroidism', 'insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion']"
86,372,Panobinostat,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
87,76_186_187,Oxazepam,"['F20', 'F25']","['schizophrenia', 'schizoaffective disorders']"
88,97,Fesoterodine,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']"
89,275,Orciprenaline,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']"
90,14,Estradiol,"['E10', 'E16', 'E87']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of fluid, electrolyte and acid-base balance']"
91,403,Cyproterone acetate,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
92,4,Betahistine,"['A41', 'C91']","['septicaemia', 'lymphoid leukaemia']"
93,69,Methyprylon,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']"
94,40,Hydrocodone,"['E66', 'E78', 'F17', 'I10', 'K76', 'K80']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver', 'cholelithiasis']"
95,252,Fluoxymesterone,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']"
96,185,Isoniazid,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']"
97,354,Clotiazepam,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']"
98,43,Budesonide,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']"
99,60,Clonazepam,"['M41', 'M51', 'M54']","['scoliosis', 'intervertebral disk disorders', 'dorsalgia']"
100,228_319,Dipivefrin,"['M17', 'M21', 'M71', 'M93', 'M94']","['gonarthrosis [arthrosis of knee]', 'acquired deformities of limbs', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']"
101,374,Hyaluronidase,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
102,372,Capsaicin,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
103,201,Blinatumomab,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']"
104,242,Cefazolin,"['N97', 'D13', 'K80', 'K81', 'K82']","['female infertility', 'benign neoplasm of ill-defined parts of digestive system', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
105,403,Asenapine,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
106,355,Silver,"['C53', 'C54', 'C55', 'D25', 'K81']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'leiomyoma of uterus', 'cholecystitis']"
107,154,Prednisone,"['M19', 'M65', 'M75', 'M72']","['arthrosis', 'infective (teno)synovitis', 'shoulder lesions', 'fibroblastic disorders']"
108,152_407,Brivaracetam,"['M06', 'M05', 'M13']","['rheumatoid arthritis', 'seropositive rheumatoid arthritis', 'arthritis']"
109,252,Pomalidomide,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']"
110,14,Thioridazine,"['E10', 'E16', 'E87']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of fluid, electrolyte and acid-base balance']"
111,364,Amyl Nitrite,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
112,44,Artemether,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
113,61,Lenvatinib,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
114,430,Icosapent,"['G40', 'G41', 'G81']","['epilepsy', 'status epilepticus', 'hemiplegia']"
115,274,Imipramine,"['E16', 'E10', 'E13', 'G63']","['disorders of pancreatic internal secretion', 'insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'polyneuropathy in diseases classified elsewhere']"
116,210,Novobiocin,"['I67', 'I72']","['cerebrovascular diseases', 'aneurysm']"
117,20,Aranidipine,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
118,184,Dexketoprofen,"['F48', 'G25', 'G47']","['neurotic disorders', 'extrapyramidal and movement disorders', 'sleep disorders']"
119,284,Bupropion,"['G93', 'G40', 'G41']","['disorders of brain', 'epilepsy', 'status epilepticus']"
120,117,Trametinib,"['E10', 'E14', 'E11']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'non-insulin-dependent diabetes mellitus']"
121,202,Thioridazine,"['I21', 'I25', 'I42', 'I50', 'I20']","['acute myocardial infarction', 'chronic ischaemic heart disease', 'cardiomyopathy', 'heart failure', 'angina pectoris']"
122,176,Tocofersolan,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']"
123,403,Melperone,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
124,75,Osimertinib,"['E11', 'E66', 'G47', 'M51', 'E65']","['non-insulin-dependent diabetes mellitus', 'obesity', 'sleep disorders', 'intervertebral disk disorders', 'localised adiposity']"
125,438,Amantadine,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
126,40,Phentolamine,"['E66', 'E78', 'F17', 'I10', 'K76', 'K80']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver', 'cholelithiasis']"
127,20,Liotrix,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
128,352,Cupric oxide,"['K50', 'A02', 'B34', 'D52', 'D53', 'E07', 'E46', 'E72', 'F09', 'G60', 'G70', 'G83', 'G90', 'H49', 'H61', 'I10', 'I30', 'I99', 'J02', 'J04', 'J11', 'J30', 'J41', 'K20', 'K27', 'K30', 'K46', 'K73', 'K75', 'L08', 'L28', 'L29', 'L50', 'L82', 'L85', 'M00', 'M34', 'M40', 'M46', 'N12']","[""crohn's disease [regional enteritis]"", 'salmonella infections', 'viral infection of site', 'folate deficiency anaemia', 'nutritional anaemias', 'disorders of thyroid', 'protein-energy malnutrition', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'hereditary and idiopathic neuropathy', 'myasthenia gravis and myoneural disorders', 'paralytic syndromes', 'disorders of autonomic nervous system', 'paralytic strabismus', 'disorders of external ear', 'essential (primary) hypertension', 'acute pericarditis', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'influenza virus', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'oesophagitis', 'acute with perforation', 'dyspepsia', 'abdominal hernia', 'chronic hepatitis', 'inflammatory liver diseases', 'local infections of skin and subcutaneous tissue', 'lichen simplex chronicus and prurigo', 'pruritus', 'urticaria', 'seborrhoeic keratosis', 'epidermal thickening', 'pyogenic arthritis', 'systemic sclerosis', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'tubulo-interstitial nephritis']"
