ICD	Disease Name	Consensus Name	PubMed_query_name
B66	"other fluke infections;opisthorchiasis;clonorchiasis;dicroceliasis;fascioliasis;paragonimiasis;fasciolopsiasis;other specified fluke infections;fluke infection, unspecified"	fluke infections	fluke infections
B67	"echinococcosis;echinococcus granulosus infection of liver;echinococcus granulosus infection of lung;echinococcus granulosus infection of bone;echinococcus granulosus infection, other and multiple sites;echinococcus granulosus infection, unspecified;echinococcus multilocularis infection of liver;echinococcus multilocularis infection, other and multiple sites;echinococcus multilocularis infection, unspecified;echinococcosis, unspecified, of liver;echinococcosis, other and unspecified"	echinococcosis	echinococcosis
B68	"taeniasis;taenia solium taeniasis;taenia saginata taeniasis;taeniasis, unspecified"	taeniasis	taeniasis
B69	"cysticercosis;cysticercosis of central nervous system;cysticercosis of eye;cysticercosis of other sites;cysticercosis, unspecified"	cysticercosis	cysticercosis
B70	diphyllobothriasis and sparganosis;diphyllobothriasis;sparganosis	diphyllobothriasis	diphyllobothriasis
B71	"other cestode infections;hymenolepiasis;dipylidiasis;other specified cestode infections;cestode infection, unspecified"	cestode infections	cestode infections
B72	dracunculiasis	dracunculiasis	dracunculiasis
B73	onchocerciasis	onchocerciasis	onchocerciasis
B74	"filariasis;filariasis due to wuchereria bancrofti;filariasis due to brugia malayi;filariasis due to brugia timori;loiasis;mansonelliasis;other filariases;filariasis, unspecified"	filariasis	filariasis
B75	trichinellosis	trichinellosis	trichinellosis
B76	"hookworm diseases;ankylostomiasis;necatoriasis;other hookworm diseases;hookworm disease, unspecified"	hookworm diseases	hookworm diseases
B77	"ascariasis;ascariasis with intestinal complications;ascariasis with other complications;ascariasis, unspecified"	ascariasis	ascariasis
B78	"strongyloidiasis;intestinal strongyloidiasis;cutaneous strongyloidiasis;disseminated strongyloidiasis;strongyloidiasis, unspecified"	strongyloidiasis	strongyloidiasis
B79	trichuriasis	trichuriasis	trichuriasis
B80	enterobiasis	enterobiasis	enterobiasis
B81	"other intestinal helminthiases, not elsewhere classified;anisakiasis;intestinal capillariasis;trichostrongyliasis;intestinal angiostrongyliasis;mixed intestinal helminthiases;other specified intestinal helminthiases"	"intestinal helminthiases, not elsewhere classified"	intestinal helminthiases
B82	"unspecified intestinal parasitism;intestinal helminthiasis, unspecified;intestinal parasitism, unspecified"	unspecified intestinal parasitism	intestinal parasitism
B83	"other helminthiases;visceral larva migrans;gnathostomiasis;angiostrongyliasis due to parastrongylus cantonensis;syngamiasis;internal hirudiniasis;other specified helminthiases;helminthiasis, unspecified"	helminthiases	helminthiases
B85	"pediculosis and phthiriasis;pediculosis due to pediculus humanus capitis;pediculosis due to pediculus humanus corporis;pediculosis, unspecified;phthiriasis;mixed pediculosis and phthiriasis"	pediculosis and phthiriasis	pediculosis and phthiriasis
B86	scabies	scabies	scabies
B87	"myiasis;cutaneous myiasis;wound myiasis;ocular myiasis;nasopharyngeal myiasis;aural myiasis;myiasis of other sites;myiasis, unspecified"	myiasis	myiasis
B88	"other infestations;other acariasis;tungiasis [sand flea infestation];other arthropod infestations;external hirudiniasis;other specified infestations;infestation, unspecified"	infestations	infestations
B89	unspecified parasitic disease	unspecified parasitic disease	parasitic disease
B90	sequelae of tuberculosis;sequelae of central nervous system tuberculosis;sequelae of genito-urinary tuberculosis;sequelae of tuberculosis of bones and joints;sequelae of tuberculosis of other organs;sequelae of respiratory and unspecified tuberculosis	sequelae of tuberculosis	sequelae of tuberculosis
B91	sequelae of poliomyelitis	sequelae of poliomyelitis	sequelae of poliomyelitis
B92	sequelae of leprosy	sequelae of leprosy	sequelae of leprosy
B94	sequelae of other and unspecified infectious and parasitic diseases;sequelae of trachoma;sequelae of viral encephalitis;sequelae of viral hepatitis;sequelae of other specified infectious and parasitic diseases;sequelae of unspecified infectious or parasitic disease	sequelae of specified infectious and parasitic diseases	sequelae of specified infectious and parasitic diseases
B95	"streptococcus and staphylococcus as the cause of diseases classified to other chapters;streptococcus, group a, as the cause of diseases classified to other chapters;streptococcus, group b, as the cause of diseases classified to other chapters;streptococcus, group d, as the cause of diseases classified to other chapters;streptococcus pneumoniae as the cause of diseases classified to other chapters;other streptococcus as the cause of diseases classified to other chapters;unspecified streptococcus as the cause of diseases classified to other chapters;staphylococcus aureus as the cause of diseases classified to other chapters;other staphylococcus as the cause of diseases classified to other chapters;unspecified staphylococcus as the cause of diseases classified to other chapters"	streptococcus and staphylococcus as the cause of diseases classified to chapters	streptococcus and staphylococcus as the cause of diseases classified to chapters
B96	other bacterial agents as the cause of diseases classified to other chapters;mycoplasma pneumoniae [m. pneumoniae] as the cause of diseases classified to other chapters;klebsiella pneumoniae [k. pneumoniae] as the cause of diseases classified to other chapters;escherichia coli [e. coli] as the cause of diseases classified to other chapters;haemophilus influenzae [h. influenzae] as the cause of diseases classified to other chapters;proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters;pseudomonas (aeruginosa)(mallei)(pseudomallei) as the cause of diseases classified to other chapters;bacillus fragilis [b. fragilis] as the cause of diseases classified to other chapters;clostridium perfringens [c. perfringens] as the cause of diseases classified to other chapters;other specified bacterial agents as the cause of diseases classified to other chapters	bacterial agents as the cause of diseases classified to chapters	bacterial agents as the cause of diseases classified to chapters
B97	viral agents as the cause of diseases classified to other chapters;adenovirus as the cause of diseases classified to other chapters;enterovirus as the cause of diseases classified to other chapters;coronavirus as the cause of diseases classified to other chapters;retrovirus as the cause of diseases classified to other chapters;respiratory synctial virus as the cause of diseases classified to other chapters;reovirus as the cause of diseases classified to other chapters;parvovirus as the cause of diseases classified to other chapters;papillomavirus as the cause of diseases classified to other chapters;other viral agents as the cause of diseases classified to other chapters	viral agents as the cause of diseases classified to chapters	viral agents as the cause of diseases classified to chapters
B98	other specified infectious agents as the cause of diseases classified to other chapters;helicobacter pylori [h.pylori] as the cause of diseases classified to other chapters;vibrio vulnificus as the cause of diseases classified to other chapters	specified infectious agents as the cause of diseases classified to chapters	specified infectious agents as the cause of diseases classified to chapters
B99	other and unspecified infectious diseases	infectious diseases	infectious diseases
C00	"malignant neoplasm of lip;external upper lip;external lower lip;external lip, unspecified;upper lip, inner aspect;lower lip, inner aspect;lip, unspecified, inner aspect;commissure of lip;overlapping lesion of lip;lip, unspecified"	malignant neoplasm of lip	malignant neoplasm of lip
C01	malignant neoplasm of base of tongue	malignant neoplasm of base of tongue	malignant neoplasm of base of tongue
C02	"malignant neoplasm of other and unspecified parts of tongue;dorsal surface of tongue;border of tongue;ventral surface of tongue;anterior two-thirds of tongue, part unspecified;lingual tonsil;overlapping lesion of tongue;tongue, unspecified"	malignant neoplasm of parts of tongue	malignant neoplasm of parts of tongue
C03	"malignant neoplasm of gum;upper gum;lower gum;gum, unspecified"	malignant neoplasm of gum	malignant neoplasm of gum
C04	"malignant neoplasm of floor of mouth;anterior floor of mouth;lateral floor of mouth;overlapping lesion of floor of mouth;floor of mouth, unspecified"	malignant neoplasm of floor of mouth	malignant neoplasm of floor of mouth
C05	"malignant neoplasm of palate;hard palate;soft palate;uvula;overlapping lesion of palate;palate, unspecified"	malignant neoplasm of palate	malignant neoplasm of palate
C06	"malignant neoplasm of other and unspecified parts of mouth;cheek mucosa;vestibule of mouth;retromolar area;overlapping lesion of other and unspecified parts of mouth;mouth, unspecified"	malignant neoplasm of parts of mouth	malignant neoplasm of parts of mouth
C07	malignant neoplasm of parotid gland	malignant neoplasm of parotid gland	malignant neoplasm of parotid gland
C08	"malignant neoplasm of other and unspecified major salivary glands;submandibular gland;sublingual gland;overlapping lesion of major salivary glands;major salivary gland, unspecified"	malignant neoplasm of major salivary glands	malignant neoplasm of major salivary glands
C09	"malignant neoplasm of tonsil;tonsillar fossa;tonsillar pillar (anterior) (posterior);overlapping lesion of tonsil;tonsil, unspecified"	malignant neoplasm of tonsil	malignant neoplasm of tonsil
C10	"malignant neoplasm of oropharynx;vallecula;anterior surface of epiglottis;lateral wall of oropharynx;posterior wall of oropharynx;branchial cleft;overlapping lesion of oropharynx;oropharynx, unspecified"	malignant neoplasm of oropharynx	malignant neoplasm of oropharynx
C11	"malignant neoplasm of nasopharynx;superior wall of nasopharynx;posterior wall of nasopharynx;lateral wall of nasopharynx;anterior wall of nasopharynx;overlapping lesion of nasopharynx;nasopharynx, unspecified"	malignant neoplasm of nasopharynx	malignant neoplasm of nasopharynx
C12	malignant neoplasm of pyriform sinus	malignant neoplasm of pyriform sinus	malignant neoplasm of pyriform sinus
C13	"malignant neoplasm of hypopharynx;postcricoid region;aryepiglottic fold, hypopharyngeal aspect;posterior wall of hypopharynx;overlapping lesion of hypopharynx;hypopharynx, unspecified"	malignant neoplasm of hypopharynx	malignant neoplasm of hypopharynx
C14	"malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx;pharynx, unspecified;waldeyer's ring;overlapping lesion of lip, oral cavity and pharynx"	"malignant neoplasm of ill-defined sites in the lip, oral cavity and pharynx"	"malignant neoplasm of ill-defined sites in the lip, oral cavity and pharynx"
C15	"malignant neoplasm of oesophagus;cervical part of oesophagus;thoracic part of oesophagus;abdominal part of oesophagus;upper third of oesophagus;middle third of oesophagus;lower third of oesophagus;overlapping lesion of oesophagus;oesophagus, unspecified"	malignant neoplasm of oesophagus	malignant neoplasm of oesophagus
