"Trajectory","Disease.list","Drug","X","ICD_each","Disease.Name","result_pubmed_count"
"1","['K35', 'K37', 'K56', 'K65']","Propantheline",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Propantheline",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Propantheline",NA,"K65","Peritonitis",1
"1","['K35', 'K37', 'K56', 'K65']","Cycrimine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Cycrimine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Cycrimine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Cycrimine",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Flavoxate",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Flavoxate",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Flavoxate",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Flavoxate",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Indecainide",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Indecainide",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Indecainide",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Indecainide",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Prilocaine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Prilocaine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Prilocaine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Prilocaine",NA,"K65","Peritonitis",1
"1","['K35', 'K37', 'K56', 'K65']","Levallorphan",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Levallorphan",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Levallorphan",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Levallorphan",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Metergoline",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Metergoline",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Metergoline",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Metergoline",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Amylmetacresol",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Amylmetacresol",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Amylmetacresol",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Amylmetacresol",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Cryptenamine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Cryptenamine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Cryptenamine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Cryptenamine",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Fenoldopam",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Fenoldopam",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Fenoldopam",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Fenoldopam",NA,"K65","Peritonitis",2
"1","['K35', 'K37', 'K56', 'K65']","Apraclonidine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Apraclonidine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Apraclonidine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Apraclonidine",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Flumazenil",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Flumazenil",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Flumazenil",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Flumazenil",NA,"K65","Peritonitis",1
"1","['K35', 'K37', 'K56', 'K65']","Methohexital",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Methohexital",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Methohexital",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Methohexital",NA,"K65","Peritonitis",1
"1","['K35', 'K37', 'K56', 'K65']","Phenacemide",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Phenacemide",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Phenacemide",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Phenacemide",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Phenazopyridine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Phenazopyridine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Phenazopyridine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Phenazopyridine",NA,"K65","Peritonitis",0
"1","['K35', 'K37', 'K56', 'K65']","Dyclonine",NA,"K35","Acute appendicitis NOS (disorder)",0
"1","['K35', 'K37', 'K56', 'K65']","Dyclonine",NA,"K37","Appendicitis",0
"1","['K35', 'K37', 'K56', 'K65']","Dyclonine",NA,"K56","intestinal impaction",0
"1","['K35', 'K37', 'K56', 'K65']","Dyclonine",NA,"K65","Peritonitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Osimertinib",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Osimertinib",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Osimertinib",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Osimertinib",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Osimertinib",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin keratinocyte (neonatal)",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin keratinocyte (neonatal)",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin keratinocyte (neonatal)",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin keratinocyte (neonatal)",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin keratinocyte (neonatal)",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Atomoxetine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Atomoxetine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Atomoxetine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Atomoxetine",NA,"F50","Eating Disorders",9
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Atomoxetine",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Aldesleukin",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Aldesleukin",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Aldesleukin",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Aldesleukin",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Aldesleukin",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pseudoephedrine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pseudoephedrine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pseudoephedrine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pseudoephedrine",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pseudoephedrine",NA,"J10","Influenza due to identified influenza virus",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pomalidomide",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pomalidomide",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pomalidomide",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pomalidomide",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Pomalidomide",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin fibroblast (neonatal)",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin fibroblast (neonatal)",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin fibroblast (neonatal)",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin fibroblast (neonatal)",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Foreskin fibroblast (neonatal)",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Tolmetin",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Tolmetin",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Tolmetin",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Tolmetin",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Tolmetin",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Cefdinir",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Cefdinir",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Cefdinir",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Cefdinir",NA,"F50","Eating Disorders",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Cefdinir",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Capsaicin",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Capsaicin",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Capsaicin",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Capsaicin",NA,"F50","Eating Disorders",2
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Capsaicin",NA,"J10","Influenza due to identified influenza virus",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Gestrinone",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Gestrinone",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Gestrinone",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Gestrinone",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Gestrinone",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Linzagolix",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Linzagolix",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Linzagolix",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Linzagolix",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Linzagolix",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Peginterferon alfa-2b",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Peginterferon alfa-2b",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Peginterferon alfa-2b",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Peginterferon alfa-2b",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Peginterferon alfa-2b",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon beta-1b",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon beta-1b",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon beta-1b",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon beta-1b",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon beta-1b",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon alfa-2b",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon alfa-2b",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon alfa-2b",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon alfa-2b",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Interferon alfa-2b",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nylidrin",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nylidrin",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nylidrin",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nylidrin",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nylidrin",NA,"J10","Influenza due to identified influenza virus",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Caffeine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Caffeine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Caffeine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Caffeine",NA,"F50","Eating Disorders",48
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Caffeine",NA,"J10","Influenza due to identified influenza virus",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Citalopram",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Citalopram",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Citalopram",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Citalopram",NA,"F50","Eating Disorders",23
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Citalopram",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nevirapine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nevirapine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nevirapine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nevirapine",NA,"F50","Eating Disorders",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Nevirapine",NA,"J10","Influenza due to identified influenza virus",3
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Disopyramide",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Disopyramide",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Disopyramide",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Disopyramide",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Disopyramide",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Conjugated estrogens",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Conjugated estrogens",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Conjugated estrogens",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Conjugated estrogens",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Conjugated estrogens",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Ropivacaine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Ropivacaine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Ropivacaine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Ropivacaine",NA,"F50","Eating Disorders",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Ropivacaine",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Acetaminophen",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Acetaminophen",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Acetaminophen",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Acetaminophen",NA,"F50","Eating Disorders",7
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Acetaminophen",NA,"J10","Influenza due to identified influenza virus",3
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Amitriptyline",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Amitriptyline",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Amitriptyline",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Amitriptyline",NA,"F50","Eating Disorders",13
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Amitriptyline",NA,"J10","Influenza due to identified influenza virus",1
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Methadone",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Methadone",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Methadone",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Methadone",NA,"F50","Eating Disorders",4
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Methadone",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Clozapine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Clozapine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Clozapine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Clozapine",NA,"F50","Eating Disorders",19
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Clozapine",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Mirtazapine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Mirtazapine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Mirtazapine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Mirtazapine",NA,"F50","Eating Disorders",24
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Mirtazapine",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Zolpidem",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Zolpidem",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Zolpidem",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Zolpidem",NA,"F50","Eating Disorders",19
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Zolpidem",NA,"J10","Influenza due to identified influenza virus",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Meperidine",NA,"A04","Clostridium difficile colitis",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Meperidine",NA,"A08","Viral and other specified intestinal infections",0
"2","['A04', 'A08', 'B09', 'F50', 'J10']","Meperidine",NA,"B09","Unspecified viral infection characterized by skin and mucous membrane lesions",0
